"GLID","treatment","message_text","WordCount_t1","ra_respectful_tone_avg_t1","final_charitable_t1","final_subjective_t1","partisan_stance_t1","counter_attitudinal_issue_t1","issue_pos_strength_t1","message_id","exposure_id"
22777268749,"control","As someone in nursing school I don't believe that abortion should be a political subject. Based on different circumstances I believe that the option for an abortion should be between a woman and her health care team. As a nurse, I don't get to have an opinion on if abortion is right or wrong however, what I may decide personally may be different than my professional stance. I myself may not get an abortion due to my beliefs but I wouldn't take that right away from another woman and her health care team. I have seen the effects of someone stuck with a child they do not want and sometimes I wonder if abortion would have been a better option then the neglect and abuse I have seen children suffer from when a parent doesn't want them.",137,4,0,1,"undecided","Abortion",3,"msg_6",11
22777268749,"control","As someone in nursing school I don't believe that abortion should be a political subject. Based on different circumstances I believe that the option for an abortion should be between a woman and her health care team. As a nurse, I don't get to have an opinion on if abortion is right or wrong however, what I may decide personally may be different than my professional stance. I myself may not get an abortion due to my beliefs but I wouldn't take that right away from another woman and her health care team. I have seen the effects of someone stuck with a child they do not want and sometimes I wonder if abortion would have been a better option then the neglect and abuse I have seen children suffer from when a parent doesn't want them.",137,4,0,1,"undecided","Abortion",3,"msg_6",12
22862271610,"control","I think that the person is misinformed about what is currently going on and may not have a deeper understanding besides what he has gotten in headlines. For example India and China pollute less as a total, but per person the United States does more. It is also important to maintain our image as a global super power and beacon to be a leader in change",66,3.5,0,0,"pro_harris","Environment",4,"msg_7",13
22862271610,"control","I think that the person is misinformed about what is currently going on and may not have a deeper understanding besides what he has gotten in headlines. For example India and China pollute less as a total, but per person the United States does more. It is also important to maintain our image as a global super power and beacon to be a leader in change",66,3.5,0,0,"pro_harris","Environment",4,"msg_7",14
274793852,"treatment","I hear you and can see your side of things, but in my opinion, I think it is still very important to give people the right and opportunity to make the decision to have an abortion or not for themselves. There may be severe health risks that come to them personally if they give birth to that child, which may just give the child a disadvantage in life right off the bat. I think that the choice to have an abortion or not should ultimately be left up to the person who is carrying the unborn child.",97,5,0,1,"pro_harris","Abortion",3,"msg_8",15
274793852,"treatment","I hear you and can see your side of things, but in my opinion, I think it is still very important to give people the right and opportunity to make the decision to have an abortion or not for themselves. There may be severe health risks that come to them personally if they give birth to that child, which may just give the child a disadvantage in life right off the bat. I think that the choice to have an abortion or not should ultimately be left up to the person who is carrying the unborn child.",97,5,0,1,"pro_harris","Abortion",3,"msg_8",16
22337733383,"treatment","Thank you for sharing your thoughts. It’s apparent you’re concerned about the balance between accountability and fairness in the age of social media. 

I agree that the concept of call-out culture can sometimes lead to hasty judgments and unintended consequences. 

It's worth considering that those who engage in call-out culture often have the best intentions, wanting to address harmful behavior and promote positive change. However, I share your concern that a lack of due process and context can lead to outcomes that might seem contrary to the principles of liberty and human rights.

Ultimately, finding a way to hold individuals accountable while also ensuring a fair and compassionate approach is crucial.",115,5.5,1,0,"pro_harris","Cancel Culture",2,"msg_9",17
22337733383,"treatment","Thank you for sharing your thoughts. It’s apparent you’re concerned about the balance between accountability and fairness in the age of social media. 

I agree that the concept of call-out culture can sometimes lead to hasty judgments and unintended consequences. 

It's worth considering that those who engage in call-out culture often have the best intentions, wanting to address harmful behavior and promote positive change. However, I share your concern that a lack of due process and context can lead to outcomes that might seem contrary to the principles of liberty and human rights.

Ultimately, finding a way to hold individuals accountable while also ensuring a fair and compassionate approach is crucial.",115,5.5,1,0,"pro_harris","Cancel Culture",2,"msg_9",18
22943482652,"control","This is difficult to answer. People are hypocrites and judgemental of others. I also do not think that people should have their lives ruined, so it is important for people to become educated so they can learn from their mistakes and grow. Everyone makes mistakes and there is always room to grow.",52,4,0,0,"pro_trump","Cancel Culture",1,"msg_10",19
22943482652,"control","This is difficult to answer. People are hypocrites and judgemental of others. I also do not think that people should have their lives ruined, so it is important for people to become educated so they can learn from their mistakes and grow. Everyone makes mistakes and there is always room to grow.",52,4,0,0,"pro_trump","Cancel Culture",1,"msg_10",20
343169334,"control","Your point is very understandable, however the most vulnerable person in this situation is the one who has to bear the child - the women. Some women lose their lives carrying and birthing a child. Not all pregnancies are planned pregnancies. Victims of rape and sexual abuse should not have to birth a child that was unwanted when someone has forced themselves upon the other. In addition, not everyone has the financial stability to take care of themselves let alone a growing child. Think of it like this, if you can’t afford something in the store you simply wont get it, it’s the same with having a child. It’s easy to say “what about the baby?” but do we ever stop to think “what about the mother?” Now how is that going to help equality? It isnt fair for someone to risk their own life because of someone else’s opinion or decision. Now how is that going to help equality?",160,5,0,0,"pro_harris","Abortion",4,"msg_11",21
343169334,"control","Your point is very understandable, however the most vulnerable person in this situation is the one who has to bear the child - the women. Some women lose their lives carrying and birthing a child. Not all pregnancies are planned pregnancies. Victims of rape and sexual abuse should not have to birth a child that was unwanted when someone has forced themselves upon the other. In addition, not everyone has the financial stability to take care of themselves let alone a growing child. Think of it like this, if you can’t afford something in the store you simply wont get it, it’s the same with having a child. It’s easy to say “what about the baby?” but do we ever stop to think “what about the mother?” Now how is that going to help equality? It isnt fair for someone to risk their own life because of someone else’s opinion or decision. Now how is that going to help equality?",160,5,0,0,"pro_harris","Abortion",4,"msg_11",22
22365579565,"treatment","I can understand the perspective and worry that legalizing abortion may be a barrier to equality. I agree that we both care about people’s lives. However, taking away people’s choice to abort due to inability to take care of that child will result in more lives that suffer from inadequate resources, parenting, and other situations unfavorable to the child",59,4.5,1,0,"pro_harris","Abortion",4,"msg_12",23
22365579565,"treatment","I can understand the perspective and worry that legalizing abortion may be a barrier to equality. I agree that we both care about people’s lives. However, taking away people’s choice to abort due to inability to take care of that child will result in more lives that suffer from inadequate resources, parenting, and other situations unfavorable to the child",59,4.5,1,0,"pro_harris","Abortion",4,"msg_12",24
22274354647,"treatment","I agree that unborn human beings are inherently innocent. However, I am concerned about their well-being once they are born, particularly if they come into a family that is not prepared to care for them. In light of this, do you think it would be beneficial to ensure that they are born into families that are more prepared and willing to provide a supportive environment?

",66,4.5,0,0,"pro_trump","Abortion",4,"msg_13",25
22274354647,"treatment","I agree that unborn human beings are inherently innocent. However, I am concerned about their well-being once they are born, particularly if they come into a family that is not prepared to care for them. In light of this, do you think it would be beneficial to ensure that they are born into families that are more prepared and willing to provide a supportive environment?

",66,4.5,0,0,"pro_trump","Abortion",4,"msg_13",26
22493330088,"control","The environment has ""lost its cool"" for years because of human activity, whether in the U.S. or other countries. Just because we are not the cause and ""not affected"", does it mean we cannot take care of it now on our own? We only have one planet, and we need to sustain it for future generations who also deserve what we experience today. Traditional energy industries aren't necessarily to be blamed for all that is happening environmentally, but if we can take a closer look at their current practices and find some things that might need change, do we just say that they are going to be fine because they are okay for now? That is quite selfish for our children and children's children, right? Therefore, we need to rethink how these traditional industries can still help the country economically without affecting our environment because I am sure there are ways they can do that. And all of us have to call them out for such harmful practices.",168,3,0,0,"pro_harris","Environment",3,"msg_14",27
22493330088,"control","The environment has ""lost its cool"" for years because of human activity, whether in the U.S. or other countries. Just because we are not the cause and ""not affected"", does it mean we cannot take care of it now on our own? We only have one planet, and we need to sustain it for future generations who also deserve what we experience today. Traditional energy industries aren't necessarily to be blamed for all that is happening environmentally, but if we can take a closer look at their current practices and find some things that might need change, do we just say that they are going to be fine because they are okay for now? That is quite selfish for our children and children's children, right? Therefore, we need to rethink how these traditional industries can still help the country economically without affecting our environment because I am sure there are ways they can do that. And all of us have to call them out for such harmful practices.",168,3,0,0,"pro_harris","Environment",3,"msg_14",28
22376307028,"control","You're right--abortion IS the biggest civil rights issue of our time. Thousands of women and other folks who can become pregnant are being denied care across the country. The decision of if, when, and how to have a child is a very personal one--between a woman, her family, and her doctor. When Republicans limit essential reproductive services, they make it more dangerous for people who DO want to have children, and endanger the lives of women with non-viable pregnancies.",82,4,0,0,"pro_harris","Abortion",4,"msg_15",29
22376307028,"control","You're right--abortion IS the biggest civil rights issue of our time. Thousands of women and other folks who can become pregnant are being denied care across the country. The decision of if, when, and how to have a child is a very personal one--between a woman, her family, and her doctor. When Republicans limit essential reproductive services, they make it more dangerous for people who DO want to have children, and endanger the lives of women with non-viable pregnancies.",82,4,0,0,"pro_harris","Abortion",4,"msg_15",30
704289048,"treatment","To be honest I don't know a lot about this topic but I think that the blame cannot be put solely on a specific place or specific people. We can all do something to help the environment. It may seem like not much of a difference but even the littlest of things help. For example if we told everybody to dispose of trash as they wished, there might be more pollution than what there is now. I do agree that it's not fair that people are loosing their jobs when things are not getting better. I think it would be interested to investigate more on this topic.",107,4,0,0,"pro_harris","Environment",2,"msg_16",31
704289048,"treatment","To be honest I don't know a lot about this topic but I think that the blame cannot be put solely on a specific place or specific people. We can all do something to help the environment. It may seem like not much of a difference but even the littlest of things help. For example if we told everybody to dispose of trash as they wished, there might be more pollution than what there is now. I do agree that it's not fair that people are loosing their jobs when things are not getting better. I think it would be interested to investigate more on this topic.",107,4,0,0,"pro_harris","Environment",2,"msg_16",32
29729788140,"treatment","I believe that abortion is indeed an important issue that deserves thoughtful consideration. 

While I understand the fear that banning abortion might make it unsafe, I believe it's crucial to explore ways to address both the rights of women and the rights of the unborn. For some, the ethical question of when life begins plays a significant role in the abortion debate. 

Ultimately, it is important to find a middle ground that respects personal freedom while also considering the moral and ethical concerns that others hold deeply. O",90,5.5,1,1,"pro_harris","Abortion",4,"msg_17",33
29729788140,"treatment","I believe that abortion is indeed an important issue that deserves thoughtful consideration. 

While I understand the fear that banning abortion might make it unsafe, I believe it's crucial to explore ways to address both the rights of women and the rights of the unborn. For some, the ethical question of when life begins plays a significant role in the abortion debate. 

Ultimately, it is important to find a middle ground that respects personal freedom while also considering the moral and ethical concerns that others hold deeply. O",90,5.5,1,1,"pro_harris","Abortion",4,"msg_17",34
22167774719,"control","As a Christian, I believe that murder of any kind is a sin. Abortion is in fact the killing of a living human being; therefore, I believe abortion is a sin. As a Christian, it would be against my beliefs to support a cause that is murder.",47,4,0,1,"undecided","Abortion",4,"msg_18",35
22167774719,"control","As a Christian, I believe that murder of any kind is a sin. Abortion is in fact the killing of a living human being; therefore, I believe abortion is a sin. As a Christian, it would be against my beliefs to support a cause that is murder.",47,4,0,1,"undecided","Abortion",4,"msg_18",36
22649143088,"control","Being pregnant and deciding to commit to abortion is not a matter of convenience. It is instead and individual wanting autonomy over their body and the different life-threatening circumstances that come along with pregnancy. Additionally, abortion rights helps with equality because it ensures that all of the people who are already alive can maintain their rights rather than focusing on those who are yet to have thoughts and emotions.",70,4,0,0,"pro_harris","Abortion",4,"msg_19",37
22649143088,"control","Being pregnant and deciding to commit to abortion is not a matter of convenience. It is instead and individual wanting autonomy over their body and the different life-threatening circumstances that come along with pregnancy. Additionally, abortion rights helps with equality because it ensures that all of the people who are already alive can maintain their rights rather than focusing on those who are yet to have thoughts and emotions.",70,4,0,0,"pro_harris","Abortion",4,"msg_19",38
22650690776,"treatment","If I am understanding correctly, you believe that banning abortions will not help the issue because it will potentially threaten women's health and take away the freedom of women? I would agree that abortion is one of the biggest issues of our time. However, in my opinion, I believe that banning abortion will help the issue because it guarantees the health of the baby and the freedom of the baby. I understand your concern about the women's health, but research shows that less than one percent of abortions threaten the health of the mother. Also, it is less than one percent of abortions that involve rape victims which would be the only case scenario where the woman didn't have the freedom to make the decision of having sex which is the only action with the consequence of pregnancy.",138,5,1,1,"pro_trump","Abortion",4,"msg_20",39
22650690776,"treatment","If I am understanding correctly, you believe that banning abortions will not help the issue because it will potentially threaten women's health and take away the freedom of women? I would agree that abortion is one of the biggest issues of our time. However, in my opinion, I believe that banning abortion will help the issue because it guarantees the health of the baby and the freedom of the baby. I understand your concern about the women's health, but research shows that less than one percent of abortions threaten the health of the mother. Also, it is less than one percent of abortions that involve rape victims which would be the only case scenario where the woman didn't have the freedom to make the decision of having sex which is the only action with the consequence of pregnancy.",138,5,1,1,"pro_trump","Abortion",4,"msg_20",40
22186540486,"control","I personally disagree. I think that in today's society people are using abortion as a form of birth control. I don't think that it takes away women's rights, as abortion should only be used as a last case scenario. I think that there are certain times where it is okay and those are things like rape or incest. I don't think that people being careless or naive is a reason to get an abortion. I agree that everyone should be able to make their own decision, but I also think that this shouldn't be considered a huge woman's health topic. I don't think that it is jeopardizing the lives of women. I think that it is giving people another reason to do what they want.",125,4,0,1,"pro_trump","Abortion",2,"msg_21",41
22186540486,"control","I personally disagree. I think that in today's society people are using abortion as a form of birth control. I don't think that it takes away women's rights, as abortion should only be used as a last case scenario. I think that there are certain times where it is okay and those are things like rape or incest. I don't think that people being careless or naive is a reason to get an abortion. I agree that everyone should be able to make their own decision, but I also think that this shouldn't be considered a huge woman's health topic. I don't think that it is jeopardizing the lives of women. I think that it is giving people another reason to do what they want.",125,4,0,1,"pro_trump","Abortion",2,"msg_21",42
22686838170,"treatment","I can see that the topic of the environment is very frustrating for you. Is it your stance that environmental concerns are illegitimate or just that they are exploited to an irrational level for political gain? You also have a few statements that I believe could use some unpacking. I would appreciate if you could elaborate more so I can better understand your positions.",64,4.5,1,0,"pro_harris","Environment",3,"msg_22",43
22686838170,"treatment","I can see that the topic of the environment is very frustrating for you. Is it your stance that environmental concerns are illegitimate or just that they are exploited to an irrational level for political gain? You also have a few statements that I believe could use some unpacking. I would appreciate if you could elaborate more so I can better understand your positions.",64,4.5,1,0,"pro_harris","Environment",3,"msg_22",44
22183087839,"control","Well, making access to abortion legal will allow people to have access to a medical procedure that can help them immensely. People get abortions for an abundance of reasons, such as that they can't afford to have a baby, they have gotten pregnant as a result of rape, the baby won't survive and/or will harm the person in the process of its pregnancy, or because it's a responsibility they're not prepared to take on. It is equality because it allows people to decide how to run the rest of their lives.",91,4,0,0,"pro_harris","Abortion",4,"msg_23",45
22183087839,"control","Well, making access to abortion legal will allow people to have access to a medical procedure that can help them immensely. People get abortions for an abundance of reasons, such as that they can't afford to have a baby, they have gotten pregnant as a result of rape, the baby won't survive and/or will harm the person in the process of its pregnancy, or because it's a responsibility they're not prepared to take on. It is equality because it allows people to decide how to run the rest of their lives.",91,4,0,0,"pro_harris","Abortion",4,"msg_23",46
22367567471,"control","For decades now, scientists have been telling us repeatedly that climate change is occurring and that it is at least partially human-caused. You can look at graphs showing environmental decline alongside the rise of industrialization, and there is a strong correlation. Yes, many countries in the world are high polluters. That doesn't mean that America should not do its part in controlling emissions. If America makes an effort to fight climate change, it will absolutely make a difference as we are high polluters. Yes, India and China need to make an effort, as do all countries in the world. Two things can be true at once: other countries may be polluting more than us, but we need to do our part. We also need to recognize that the blame should not be put on individuals, as corporations contribute much more pollution than individuals do. Overall, this really isn't affecting you that much and you need to calm down. You know what will affect future generations? Food shortages, water impurity, and much more because of climate change. It is not hard to care about the environment and do our best as a collective to reduce emissions.",196,2.5,0,0,"pro_harris","Environment",4,"msg_24",47
22367567471,"control","For decades now, scientists have been telling us repeatedly that climate change is occurring and that it is at least partially human-caused. You can look at graphs showing environmental decline alongside the rise of industrialization, and there is a strong correlation. Yes, many countries in the world are high polluters. That doesn't mean that America should not do its part in controlling emissions. If America makes an effort to fight climate change, it will absolutely make a difference as we are high polluters. Yes, India and China need to make an effort, as do all countries in the world. Two things can be true at once: other countries may be polluting more than us, but we need to do our part. We also need to recognize that the blame should not be put on individuals, as corporations contribute much more pollution than individuals do. Overall, this really isn't affecting you that much and you need to calm down. You know what will affect future generations? Food shortages, water impurity, and much more because of climate change. It is not hard to care about the environment and do our best as a collective to reduce emissions.",196,2.5,0,0,"pro_harris","Environment",4,"msg_24",48
22918638245,"treatment","It seems like we both agree that human life is important. However, it is simply that people have differing views on what constitutes a ""living human being."" While you care for the well-being of unborn fetuses, some people care more about the well-being of the woman whose womb hosts the fetus. I respect your passion for standing up for others, and I will do the same. If a baby may negatively impact a person's quality of life severely, would you care? I see your sympathy extends to the unborn, but why does it not extend to the already living?",101,5.5,0,1,"pro_harris","Abortion",4,"msg_25",49
22918638245,"treatment","It seems like we both agree that human life is important. However, it is simply that people have differing views on what constitutes a ""living human being."" While you care for the well-being of unborn fetuses, some people care more about the well-being of the woman whose womb hosts the fetus. I respect your passion for standing up for others, and I will do the same. If a baby may negatively impact a person's quality of life severely, would you care? I see your sympathy extends to the unborn, but why does it not extend to the already living?",101,5.5,0,1,"pro_harris","Abortion",4,"msg_25",50
937352888,"treatment","I actually completely understand your point of view. It doesn't help to see people proudly proclaim their abortion on social media gleefully. However, many women who have an abortion do not take such a position lightly. Many times the baby could not survive outside the womb, or the mother's life is at risk. There are some women who do not want a child to have to suffer in abject poverty with them. Not only that, not everyone agrees that the fetus is a living, conscious being. Perhaps that isn't a correct viewpoint, but it helps to understand why they do not see a problem with it.",106,5,1,0,"pro_trump","Abortion",4,"msg_26",51
937352888,"treatment","I actually completely understand your point of view. It doesn't help to see people proudly proclaim their abortion on social media gleefully. However, many women who have an abortion do not take such a position lightly. Many times the baby could not survive outside the womb, or the mother's life is at risk. There are some women who do not want a child to have to suffer in abject poverty with them. Not only that, not everyone agrees that the fetus is a living, conscious being. Perhaps that isn't a correct viewpoint, but it helps to understand why they do not see a problem with it.",106,5,1,0,"pro_trump","Abortion",4,"msg_26",52
22545185407,"control","I agree that abortion is the biggest civil rights issue of our time. I believe that this topic is something that can not be seen in black and white terms. There are so many situations that have unique circumstances to consider. Using abortion as a form of birth control or simply because the parents may not be ready to have a baby is not right. Conceiving a child is a result of actions that have known consequences and abortion is not a back up plan. However, in situations of rape or a pregnancy that would endanger the mother's life, I do feel that abortion is a reasonable action to consider.",110,4,0,1,"undecided","Abortion",1,"msg_27",53
22545185407,"control","I agree that abortion is the biggest civil rights issue of our time. I believe that this topic is something that can not be seen in black and white terms. There are so many situations that have unique circumstances to consider. Using abortion as a form of birth control or simply because the parents may not be ready to have a baby is not right. Conceiving a child is a result of actions that have known consequences and abortion is not a back up plan. However, in situations of rape or a pregnancy that would endanger the mother's life, I do feel that abortion is a reasonable action to consider.",110,4,0,1,"undecided","Abortion",1,"msg_27",54
22993864500,"control","I agree that exploitation, misogyny, abuse, and racism are hateful behaviors and should not be tolerated, but I do not think 'cancel culture' is the solution. We as Americans have the right to speak freely and express ourselves, but we also have the right to make our own decisions and have our own beliefs. People are allowed to disagree with the practices of others and should not be punished for that. Overall, everyone need to be able to respect one another even if they do not agree.",87,4,1,0,"pro_trump","Cancel Culture",3,"msg_28",55
22993864500,"control","I agree that exploitation, misogyny, abuse, and racism are hateful behaviors and should not be tolerated, but I do not think 'cancel culture' is the solution. We as Americans have the right to speak freely and express ourselves, but we also have the right to make our own decisions and have our own beliefs. People are allowed to disagree with the practices of others and should not be punished for that. Overall, everyone need to be able to respect one another even if they do not agree.",87,4,1,0,"pro_trump","Cancel Culture",3,"msg_28",56
22247938747,"treatment","I appreciate your concern about the impact of environmental policies on working-class people and the uncertainty you feel around climate predictions. It’s important to acknowledge that the environmental movement can be polarizing, and it’s understandable to question the fairness of certain policies. However, I believe the focus should be on finding solutions that balance environmental protection with economic stability. While it's true that other countries like China and India contribute significantly to pollution, the U.S. still plays a major role, and collective global action is necessary to address these issues. Scientific predictions are not always perfect, but the overwhelming consensus is that climate change is real and poses significant risks. The challenge is finding ways to transition to cleaner energy in a way that supports workers and communities. Could we explore options together that address both environmental concerns and the economic impact on traditional energy industries?",147,5,1,1,"pro_trump","Environment",4,"msg_29",57
22247938747,"treatment","I appreciate your concern about the impact of environmental policies on working-class people and the uncertainty you feel around climate predictions. It’s important to acknowledge that the environmental movement can be polarizing, and it’s understandable to question the fairness of certain policies. However, I believe the focus should be on finding solutions that balance environmental protection with economic stability. While it's true that other countries like China and India contribute significantly to pollution, the U.S. still plays a major role, and collective global action is necessary to address these issues. Scientific predictions are not always perfect, but the overwhelming consensus is that climate change is real and poses significant risks. The challenge is finding ways to transition to cleaner energy in a way that supports workers and communities. Could we explore options together that address both environmental concerns and the economic impact on traditional energy industries?",147,5,1,1,"pro_trump","Environment",4,"msg_29",58
22177555889,"treatment","What people do with their bodies is not your business. we live in a time where everything is way more expensive than it was 30 years ago. No one should raise a child if they cannot provide proper care. And what if they got pregnant in a way that a child should not be conceived. Rape is still very much prevalent. And what if that person was a child? Does the child that is already alive and living not matter? Sure adoption exists but many kids in the system get mistreated and abused. Not to mention that carrying a baby full term and giving birth can have negative effects on a persons body. People die during childbirth. The ones that live may have health problems from the birth. Some babies don't even have a chance of being alive when born so why make someone carry a child they know is dead? It is a horrible and mentally deliberating thing to do.",161,3.5,0,0,"pro_harris","Abortion",4,"msg_30",59
22177555889,"treatment","What people do with their bodies is not your business. we live in a time where everything is way more expensive than it was 30 years ago. No one should raise a child if they cannot provide proper care. And what if they got pregnant in a way that a child should not be conceived. Rape is still very much prevalent. And what if that person was a child? Does the child that is already alive and living not matter? Sure adoption exists but many kids in the system get mistreated and abused. Not to mention that carrying a baby full term and giving birth can have negative effects on a persons body. People die during childbirth. The ones that live may have health problems from the birth. Some babies don't even have a chance of being alive when born so why make someone carry a child they know is dead? It is a horrible and mentally deliberating thing to do.",161,3.5,0,0,"pro_harris","Abortion",4,"msg_30",60
913909966,"control","I agree with the statement that ""abortion is the biggest civil rights issue of our time."" However, I do not exactly agree with the rest, in its entirety. I believe that abortion is murder and therefore it should be illegal -because murdering someone is illegal. 
However, your point of putting the choice in the hands of the government instead of the hands of the women is a very true statement and would happen if the law gets passed. 
(Please remember that the US is a union of states.) Our states can have different laws regarding abortion and still be perfectly united. With that being said, the topic should fall on the state governments as a result of living of a democratic republic. I, however, disagree with the concept of abortion and think is a morally wrong action, moreover the constitution that has held this country together thus far was founded upon conservative morals. 
I do not have the understanding of how women's lives are being jeopardized by banning abortion. It seems to me that a women's body is/was completely designed and made to give birth to a child and most women, in good health, are able to bear children. So, the idea of abortion causing women's disabilities/deaths seems over emphasized.",210,4,0,0,"pro_trump","Abortion",4,"msg_31",61
913909966,"control","I agree with the statement that ""abortion is the biggest civil rights issue of our time."" However, I do not exactly agree with the rest, in its entirety. I believe that abortion is murder and therefore it should be illegal -because murdering someone is illegal. 
However, your point of putting the choice in the hands of the government instead of the hands of the women is a very true statement and would happen if the law gets passed. 
(Please remember that the US is a union of states.) Our states can have different laws regarding abortion and still be perfectly united. With that being said, the topic should fall on the state governments as a result of living of a democratic republic. I, however, disagree with the concept of abortion and think is a morally wrong action, moreover the constitution that has held this country together thus far was founded upon conservative morals. 
I do not have the understanding of how women's lives are being jeopardized by banning abortion. It seems to me that a women's body is/was completely designed and made to give birth to a child and most women, in good health, are able to bear children. So, the idea of abortion causing women's disabilities/deaths seems over emphasized.",210,4,0,0,"pro_trump","Abortion",4,"msg_31",62
22150511411,"treatment","I can understand your concerns, especially regarding the impact of environmental policies on jobs and the uncertainty surrounding the severity of climate change.
It's true that countries like China and India are major contributors to global pollution, and it's frustrating to think that efforts in the U.S. might not have the same impact if other nations aren't on board.
However, while it may seem that the U.S.'s actions alone might not make a significant difference, every effort counts in the global fight against climate change. It's important to remember that scientific consensus is based on extensive research and evidence, though predicting exact timelines for events like sea level rise is complex. While some past predictions may not have come true as quickly as expected, this doesn't negate the reality of climate change and the risks it poses.
Regarding jobs in traditional energy industries, it's crucial that any transition to cleaner energy is done in a way that supports workers and communities. Many people agree that we need to invest in retraining and new opportunities so that workers are not left behind.",181,5,1,0,"pro_harris","Environment",1,"msg_32",63
